CPU Power (W), DRAM Power (W), Time (S)
55.62, 12.70, 16.758160, 
58.94, 12.08, 16.778212, 
56.32, 13.41, 16.799430, 
72.26, 14.69, 16.819085, 
73.36, 12.21, 16.839260, 
62.28, 13.07, 16.860179, 
60.04, 12.83, 16.880549, 
55.71, 13.18, 16.900921, 
58.77, 12.95, 16.921728, 
55.67, 12.98, 16.943072, 
60.13, 13.15, 16.963012, 
56.17, 12.09, 16.984133, 
57.00, 13.45, 17.005451, 
55.70, 12.85, 17.026914, 
58.80, 12.64, 17.046764, 
56.63, 13.23, 17.068074, 
56.09, 13.28, 17.089803, 
57.07, 13.58, 17.111676, 
56.55, 13.36, 17.133182, 
57.51, 12.97, 17.153286, 
55.20, 12.16, 17.174663, 
57.15, 12.39, 17.196096, 
56.87, 13.95, 17.217713, 
58.22, 14.17, 17.237549, 
54.44, 12.87, 17.258696, 
58.66, 13.13, 17.279748, 
57.06, 13.11, 17.301109, 
59.71, 12.91, 17.321084, 
57.67, 12.98, 17.342269, 
56.81, 13.26, 17.363599, 
57.32, 13.27, 17.385195, 
59.10, 14.21, 17.404877, 
56.06, 13.10, 17.426308, 
56.79, 13.29, 17.448008, 
56.14, 13.34, 17.469120, 
60.06, 13.37, 17.489334, 
56.48, 12.83, 17.509935, 
58.81, 12.24, 17.530726, 
60.42, 12.86, 17.551083, 
56.91, 12.61, 17.571639, 
59.93, 13.12, 17.592188, 
56.76, 12.66, 17.613178, 
57.74, 13.34, 17.633558, 
54.67, 13.04, 17.655135, 
58.56, 12.98, 17.676305, 
57.77, 13.37, 17.697556, 
58.77, 13.36, 17.717368, 
56.27, 12.57, 17.738440, 
56.98, 13.88, 17.759987, 
56.52, 12.30, 17.781836, 
58.13, 13.42, 17.801469, 
55.64, 13.02, 17.822755, 
55.90, 13.76, 17.844527, 
57.57, 13.01, 17.866462, 
59.28, 13.39, 17.886266, 
54.46, 12.51, 17.907825, 
57.39, 13.20, 17.929429, 
56.04, 12.75, 17.951398, 
56.79, 13.14, 17.973355, 
59.27, 13.51, 17.992888, 
55.86, 12.77, 18.014350, 
55.62, 12.67, 18.035805, 
56.44, 12.60, 18.057313, 
58.49, 13.22, 18.076945, 
56.83, 12.45, 18.097837, 
58.01, 13.02, 18.118953, 
58.82, 13.44, 18.139188, 
58.92, 13.78, 18.160025, 
55.93, 14.30, 18.180921, 
57.87, 13.16, 18.201994, 
60.06, 12.70, 18.222056, 
56.38, 13.76, 18.243613, 
58.02, 12.31, 18.264796, 
56.36, 13.12, 18.286388, 
58.84, 13.44, 18.306174, 
55.87, 13.05, 18.327398, 
57.49, 12.67, 18.348863, 
57.60, 12.60, 18.370370, 
57.21, 13.07, 18.390139, 
57.58, 13.12, 18.411133, 
57.50, 12.50, 18.432468, 
56.10, 13.40, 18.453951, 
58.58, 13.42, 18.473586, 
56.86, 12.35, 18.494801, 
57.12, 13.41, 18.516144, 
57.31, 13.06, 18.537378, 
59.12, 12.84, 18.556925, 
55.29, 13.14, 18.578353, 
58.31, 13.04, 18.599537, 
58.89, 13.14, 18.620598, 
57.04, 12.91, 18.640166, 
56.07, 13.24, 18.661303, 
57.25, 13.19, 18.682441, 
58.39, 12.75, 18.702444, 
56.95, 12.52, 18.722564, 
57.12, 12.84, 18.743289, 
57.98, 12.94, 18.764052, 
58.82, 13.61, 18.784130, 
57.03, 13.02, 18.804585, 
56.75, 12.97, 18.825546, 
58.65, 13.60, 18.845692, 
56.70, 12.63, 18.866173, 
56.80, 13.50, 18.886679, 
59.50, 13.03, 18.906980, 
55.95, 13.08, 18.927510, 
59.11, 12.66, 18.948034, 
56.45, 12.96, 18.968765, 
59.35, 13.43, 18.988940, 
56.88, 13.35, 19.009798, 
57.11, 12.90, 19.030883, 
58.80, 13.23, 19.051163, 
56.25, 12.61, 19.071955, 
58.55, 13.66, 19.092660, 
55.65, 13.34, 19.113348, 
60.21, 12.95, 19.133620, 
56.66, 12.95, 19.154256, 
58.46, 12.74, 19.174922, 
57.26, 13.39, 19.195180, 
60.48, 12.55, 19.215746, 
56.21, 12.88, 19.236467, 
58.25, 13.12, 19.257296, 
57.07, 13.24, 19.277633, 
59.40, 13.18, 19.298490, 
58.33, 13.17, 19.319534, 
57.97, 13.19, 19.340374, 
56.12, 13.21, 19.360500, 
57.37, 13.72, 19.380949, 
59.63, 12.64, 19.401637, 
55.19, 13.00, 19.422023, 
58.77, 12.98, 19.442836, 
56.86, 13.38, 19.463543, 
57.31, 13.06, 19.484271, 
59.75, 12.80, 19.504479, 
56.50, 12.88, 19.525276, 
58.02, 12.64, 19.546095, 
56.26, 13.13, 19.566467, 
59.80, 12.49, 19.587288, 
58.19, 13.23, 19.608029, 
54.98, 13.01, 19.629015, 
59.36, 13.31, 19.649027, 
57.16, 12.92, 19.669721, 
58.19, 12.62, 19.690749, 
58.78, 13.39, 19.711186, 
56.27, 12.83, 19.731920, 
58.06, 13.33, 19.752874, 
57.34, 12.89, 19.773747, 
56.08, 13.25, 19.793903, 
60.23, 13.18, 19.814646, 
55.38, 13.29, 19.835223, 
58.28, 12.64, 19.856276, 
57.84, 13.68, 19.876332, 
57.39, 12.92, 19.897225, 
57.31, 13.02, 19.918094, 
55.78, 13.10, 19.938104, 
58.91, 13.72, 19.958440, 
61.46, 13.85, 19.978613, 
58.57, 13.06, 19.998852, 
58.71, 12.91, 20.019008, 
58.91, 13.32, 20.038982, 
58.81, 13.00, 20.059087, 
58.82, 13.01, 20.079350, 
58.78, 14.55, 20.099679, 
59.78, 13.00, 20.119854, 
58.94, 11.84, 20.139999, 
58.25, 12.77, 20.160262, 
58.26, 13.38, 20.180580, 
58.30, 13.13, 20.200887, 
58.11, 13.88, 20.221116, 
61.03, 13.84, 20.241880, 
56.19, 13.44, 20.262151, 
58.82, 12.20, 20.283057, 
57.06, 13.01, 20.303982, 
56.45, 13.10, 20.324802, 
58.28, 13.27, 20.345035, 
56.26, 13.53, 20.366205, 
58.06, 13.79, 20.386890, 
58.80, 12.71, 20.407269, 
56.02, 13.85, 20.428042, 
57.93, 13.73, 20.448889, 
60.01, 13.73, 20.468818, 
58.93, 13.02, 20.489101, 
56.50, 12.85, 20.509930, 
56.81, 13.31, 20.530921, 
58.64, 14.33, 20.551231, 
57.98, 14.85, 20.572170, 
57.18, 13.40, 20.593168, 
57.67, 12.75, 20.613869, 
55.16, 12.61, 20.634110, 
55.54, 12.48, 20.655019, 
57.18, 12.64, 20.675754, 
58.12, 12.18, 20.696326, 
57.19, 12.66, 20.716552, 
57.19, 12.57, 20.737109, 
55.52, 12.14, 20.758088, 
57.51, 12.74, 20.778389, 
55.54, 12.82, 20.799085, 
57.49, 12.56, 20.819862, 
58.36, 12.78, 20.840498, 
55.34, 13.27, 20.860675, 
56.88, 12.96, 20.881456, 
59.28, 13.72, 20.902108, 
59.72, 13.45, 20.922279, 
55.97, 12.71, 20.943020, 
54.59, 12.95, 20.963713, 
58.20, 12.36, 20.984307, 
57.12, 12.62, 21.004297, 
57.55, 13.85, 21.025298, 
55.31, 15.45, 21.046027, 
59.90, 15.59, 21.066390, 
59.51, 15.98, 21.087312, 
55.96, 15.82, 21.108487, 
58.02, 15.99, 21.129451, 
57.72, 15.79, 21.149558, 
57.76, 15.59, 21.170449, 
56.66, 14.55, 21.191361, 
58.73, 14.47, 21.212076, 
59.17, 15.34, 21.232342, 
56.26, 13.12, 21.253326, 
58.98, 14.42, 21.274148, 
59.20, 14.57, 21.294550, 
57.29, 14.00, 21.315354, 
58.63, 13.97, 21.336179, 
59.07, 14.57, 21.357042, 
56.28, 14.14, 21.377371, 
59.90, 14.32, 21.398273, 
56.53, 14.56, 21.418971, 
59.97, 13.83, 21.439275, 
57.90, 14.13, 21.460087, 
57.77, 14.60, 21.480724, 
59.89, 14.56, 21.501438, 
56.74, 14.51, 21.521677, 
59.94, 14.33, 21.542567, 
55.65, 14.24, 21.563385, 
59.26, 13.74, 21.584181, 
58.75, 15.16, 21.604389, 
57.31, 14.95, 21.624859, 
57.73, 14.81, 21.645796, 
58.82, 14.84, 21.665955, 
58.29, 14.61, 21.686183, 
59.98, 14.85, 21.707028, 
56.72, 14.25, 21.727428, 
60.01, 14.86, 21.748168, 
55.47, 14.67, 21.769715, 
60.12, 14.95, 21.790278, 
56.99, 14.59, 21.810750, 
59.52, 14.33, 21.831627, 
58.22, 14.71, 21.852560, 
57.36, 14.98, 21.873607, 
57.85, 14.58, 21.893813, 
59.97, 14.86, 21.914693, 
56.40, 14.81, 21.935762, 
57.48, 14.76, 21.956433, 
59.26, 14.42, 21.976546, 
56.83, 14.83, 21.997421, 
59.49, 15.62, 22.018255, 
59.57, 15.25, 22.038394, 
56.98, 15.26, 22.059332, 
57.54, 15.83, 22.080709, 
57.76, 15.91, 22.101601, 
59.46, 16.33, 22.121833, 
57.41, 15.29, 22.142450, 
57.29, 16.22, 22.163377, 
53.26, 13.22, 22.184601, 
57.99, 13.69, 22.204518, 
57.01, 14.19, 22.225490, 
58.99, 14.46, 22.245635, 
58.88, 14.30, 22.265861, 
60.63, 15.00, 22.286075, 
58.64, 14.22, 22.306779, 
57.16, 14.22, 22.327094, 
59.29, 14.56, 22.348027, 
55.78, 14.68, 22.369099, 
60.50, 14.57, 22.389859, 
56.53, 14.04, 22.410133, 
56.74, 14.75, 22.430937, 
58.34, 14.32, 22.451582, 
58.87, 14.85, 22.471987, 
60.14, 14.24, 22.492065, 
58.83, 14.57, 22.512443, 
58.93, 14.50, 22.532724, 
60.51, 14.83, 22.552515, 
56.60, 14.50, 22.573664, 
57.34, 14.80, 22.594491, 
59.01, 14.33, 22.614812, 
57.85, 14.12, 22.635531, 
57.51, 14.46, 22.656251, 
59.36, 15.05, 22.676880, 
56.32, 15.70, 22.697328, 
59.98, 16.03, 22.718013, 
57.16, 16.31, 22.738854, 
59.74, 16.06, 22.759185, 
58.22, 15.92, 22.780037, 
60.03, 16.13, 22.801031, 
61.02, 15.58, 22.821843, 
61.72, 15.97, 22.842151, 
58.61, 14.90, 22.862856, 
59.16, 13.13, 22.883548, 
56.23, 13.80, 22.904290, 
59.06, 12.75, 22.924420, 
56.57, 12.09, 22.946814, 
57.41, 12.89, 22.968924, 
61.95, 12.83, 22.989451, 
58.73, 12.46, 23.009924, 
62.03, 12.88, 23.029921, 
56.68, 12.69, 23.050085, 
61.32, 12.55, 23.070643, 
57.11, 12.77, 23.090885, 
56.67, 12.59, 23.111258, 
59.11, 12.73, 23.131758, 
56.38, 12.51, 23.151920, 
57.49, 12.73, 23.171898, 
57.37, 12.22, 23.192383, 
58.19, 12.88, 23.212557, 
59.34, 12.71, 23.232547, 
55.11, 12.87, 23.253042, 
58.20, 12.57, 23.273145, 
56.97, 12.51, 23.293691, 
59.19, 12.60, 23.313897, 
57.19, 12.64, 23.334242, 
56.03, 12.42, 23.354750, 
56.45, 12.74, 23.374653, 
57.67, 12.62, 23.395081, 
58.66, 12.68, 23.415612, 
56.52, 12.70, 23.435382, 
57.99, 12.64, 23.455840, 
56.05, 12.84, 23.476033, 
57.69, 12.65, 23.495628, 
58.14, 12.17, 23.516226, 
56.56, 13.39, 23.536437, 
59.28, 12.79, 23.556218, 
55.86, 12.57, 23.576746, 
59.21, 12.59, 23.596791, 
57.48, 13.00, 23.616870, 
56.81, 12.60, 23.637259, 
56.43, 12.59, 23.657345, 
56.46, 12.79, 23.677906, 
58.99, 12.57, 23.698124, 
56.91, 13.94, 23.718502, 
54.48, 13.41, 23.739346, 
56.54, 14.06, 23.759364, 
56.09, 14.33, 23.780380, 
57.30, 14.81, 23.800286, 
56.37, 13.73, 23.820755, 
54.21, 13.97, 23.841766, 
57.28, 15.03, 23.861693, 
56.24, 14.53, 23.882401, 
57.36, 14.12, 23.902382, 
54.82, 14.52, 23.923008, 
55.24, 13.68, 23.943961, 
57.34, 14.86, 23.963645, 
56.81, 13.28, 23.984391, 
54.88, 14.78, 24.004305, 
56.17, 14.37, 24.024668, 
56.06, 14.01, 24.045663, 
56.16, 14.60, 24.065615, 
55.79, 14.83, 24.086389, 
57.27, 14.22, 24.106399, 
56.35, 14.45, 24.127045, 
54.87, 14.67, 24.147920, 
55.47, 14.83, 24.167755, 
56.36, 14.87, 24.188593, 
57.71, 14.69, 24.208537, 
56.27, 14.25, 24.228915, 
54.56, 15.01, 24.249862, 
56.82, 12.77, 24.269890, 
55.51, 12.42, 24.290676, 
57.50, 13.46, 24.310662, 
56.62, 11.96, 24.331315, 
53.67, 12.78, 24.352281, 
56.54, 12.88, 24.371944, 
56.56, 12.14, 24.392772, 
55.83, 12.52, 24.412826, 
56.04, 12.56, 24.433110, 
56.63, 12.54, 24.454205, 
57.35, 12.56, 24.474205, 
55.93, 12.36, 24.494952, 
55.26, 12.64, 24.514748, 
57.30, 12.21, 24.535362, 
56.95, 12.72, 24.556410, 
57.10, 12.61, 24.576075, 
55.03, 12.52, 24.596882, 
57.22, 12.54, 24.616801, 
56.53, 12.57, 24.637042, 
56.04, 12.37, 24.657941, 
57.79, 12.90, 24.677974, 
59.96, 12.33, 24.698771, 
59.44, 12.84, 24.718747, 
56.30, 13.16, 24.739302, 
57.26, 12.49, 24.760281, 
58.66, 12.57, 24.779970, 
58.66, 12.20, 24.800764, 
56.76, 12.58, 24.820747, 
57.54, 12.53, 24.841164, 
59.38, 12.33, 24.862044, 
55.98, 12.82, 24.882087, 
58.27, 12.67, 24.902806, 
58.32, 12.60, 24.922759, 
58.16, 11.92, 24.943345, 
58.45, 12.74, 24.964333, 
55.67, 12.87, 24.984041, 
58.49, 12.19, 25.004834, 
59.72, 12.82, 25.024802, 
58.07, 12.67, 25.044902, 
57.36, 12.08, 25.065820, 
59.42, 14.76, 25.085782, 
56.81, 14.12, 25.106524, 
55.89, 14.82, 25.126514, 
57.36, 14.41, 25.147289, 
64.33, 13.15, 25.167961, 
57.76, 12.64, 25.187814, 
57.39, 12.23, 25.208685, 
56.94, 12.35, 25.228682, 
56.79, 12.20, 25.249489, 
57.62, 12.26, 25.270435, 
58.64, 12.71, 25.290111, 
54.27, 12.36, 25.311638, 
65.23, 12.95, 25.330563, 
66.38, 12.50, 25.349625, 
63.71, 12.16, 25.369470, 
59.26, 12.20, 25.389588, 
61.59, 12.58, 25.410103, 
57.87, 11.95, 25.431074, 
58.63, 12.28, 25.452087, 
57.92, 12.09, 25.473346, 
59.48, 12.99, 25.493190, 
57.85, 11.74, 25.514437, 
58.21, 12.17, 25.535521, 
60.55, 12.39, 25.555363, 
58.56, 12.49, 25.575546, 
56.53, 12.14, 25.596292, 
56.94, 12.34, 25.617762, 
56.97, 12.58, 25.637669, 
56.57, 12.37, 25.657909, 
56.48, 12.54, 25.678677, 
58.40, 12.18, 25.699075, 
56.45, 12.66, 25.719129, 
57.95, 12.32, 25.739724, 
57.93, 12.52, 25.760865, 
57.34, 12.70, 25.781198, 
56.17, 11.71, 25.801556, 
56.89, 12.52, 25.822219, 
59.27, 11.91, 25.842660, 
56.93, 12.53, 25.862998, 
59.84, 12.54, 25.883387, 
57.16, 11.97, 25.903728, 
57.17, 12.03, 25.924062, 
57.08, 12.56, 25.944407, 
60.29, 12.26, 25.964734, 
57.33, 12.64, 25.984916, 
56.56, 12.17, 26.005673, 
58.11, 12.50, 26.026663, 
58.38, 12.72, 26.047007, 
56.03, 12.44, 26.067724, 
57.84, 12.30, 26.088490, 
56.82, 12.09, 26.109132, 
58.18, 12.32, 26.129214, 
56.76, 12.02, 26.149911, 
57.24, 11.95, 26.171000, 
58.59, 12.38, 26.191325, 
56.11, 12.12, 26.212058, 
57.46, 12.54, 26.233107, 
56.61, 12.16, 26.254377, 
58.11, 12.41, 26.274571, 
56.40, 11.88, 26.295372, 
57.59, 12.34, 26.316208, 
57.87, 12.21, 26.337295, 
57.23, 12.53, 26.357454, 
57.32, 13.03, 26.378175, 
55.11, 12.37, 26.398812, 
59.71, 12.50, 26.419162, 
55.90, 12.44, 26.439897, 
57.61, 12.26, 26.460837, 
57.02, 13.69, 26.481821, 
59.28, 15.36, 26.502097, 
56.80, 14.42, 26.522871, 
58.08, 15.08, 26.543911, 
57.06, 14.49, 26.564794, 
56.75, 15.27, 26.584743, 
57.83, 14.86, 26.605564, 
57.91, 14.58, 26.626545, 
58.57, 14.29, 26.646836, 
56.82, 15.41, 26.667616, 
58.06, 13.83, 26.688555, 
57.71, 15.09, 26.709667, 
58.83, 15.18, 26.729795, 
57.53, 14.13, 26.750524, 
58.85, 14.87, 26.771406, 
56.17, 15.10, 26.792370, 
58.18, 14.48, 26.812470, 
57.56, 15.27, 26.833321, 
58.79, 15.18, 26.854241, 
63.20, 15.02, 26.874588, 
61.42, 15.39, 26.895380, 
62.93, 15.17, 26.916398, 
61.39, 13.32, 26.937443, 
62.52, 13.25, 26.957446, 
61.70, 14.15, 26.978303, 
61.18, 15.11, 26.999215, 
61.60, 15.29, 27.020230, 
61.76, 15.14, 27.040326, 
60.03, 14.50, 27.061326, 
58.39, 14.07, 27.081951, 
60.85, 13.90, 27.102135, 
57.02, 14.74, 27.123152, 
58.15, 13.32, 27.144187, 
48.89, 13.21, 27.165909, 
58.84, 15.66, 27.186036, 
57.00, 14.41, 27.206772, 
57.50, 15.07, 27.227557, 
65.41, 15.62, 27.245845, 
101.70, 19.84, 27.265239, 
114.75, 21.04, 27.284598, 
111.89, 21.63, 27.303718, 
112.43, 22.21, 27.322864, 
114.38, 21.84, 27.342022, 
114.49, 22.17, 27.361265, 
114.57, 22.45, 27.380524, 
119.08, 22.67, 27.399738, 
112.61, 23.53, 27.419083, 
107.96, 22.70, 27.438593, 
113.71, 22.78, 27.458189, 
107.50, 22.94, 27.477236, 
111.36, 22.98, 27.496564, 
106.48, 21.80, 27.516056, 
116.49, 22.05, 27.535590, 
101.98, 22.56, 27.555304, 
102.96, 22.31, 27.579351, 
112.98, 23.22, 27.598532, 
108.75, 24.37, 27.618302, 
112.89, 22.49, 27.636661, 
107.71, 22.70, 27.657079, 
113.63, 23.00, 27.675282, 
104.64, 22.36, 27.693669, 
100.49, 22.09, 27.711805, 
108.20, 20.84, 27.729968, 
105.15, 22.38, 27.748193, 
103.36, 22.13, 27.766105, 
100.11, 20.40, 27.784997, 
91.73, 19.69, 27.803706, 
95.22, 19.26, 27.822367, 
93.66, 19.27, 27.840991, 
98.69, 20.35, 27.859975, 
102.42, 21.04, 27.879142, 
96.99, 20.55, 27.898336, 
101.53, 21.65, 27.917527, 
84.52, 17.04, 27.936473, 
81.37, 17.35, 27.955665, 
80.73, 18.66, 27.974831, 
78.92, 17.88, 27.994132, 
78.19, 18.93, 28.018510, 
83.86, 15.32, 28.038298, 
66.71, 14.88, 28.058510, 
70.20, 14.11, 28.077346, 
84.25, 17.34, 28.096149, 
66.57, 13.55, 28.115195, 
71.21, 17.52, 28.135454, 
73.32, 14.24, 28.154726, 
67.71, 13.98, 28.174218, 
60.94, 13.05, 28.194071, 
59.73, 13.01, 28.213909, 
68.49, 16.92, 28.237072, 
75.98, 14.04, 28.256161, 
87.15, 16.72, 28.275711, 
68.85, 13.99, 28.294145, 
68.70, 13.56, 28.312399, 
66.23, 13.18, 28.330635, 
82.52, 17.13, 28.349948, 
63.34, 15.84, 28.373675, 
74.56, 14.71, 28.392606, 
66.42, 16.60, 28.413819, 
73.50, 13.27, 28.432792, 
67.37, 16.43, 28.454041, 
68.40, 13.40, 28.474886, 
72.89, 17.14, 28.494446, 
68.17, 13.70, 28.513838, 
61.69, 12.49, 28.533650, 
79.57, 17.76, 28.553085, 
63.09, 16.01, 28.577786, 
70.33, 14.12, 28.598648, 
62.40, 16.33, 28.621410, 
70.32, 13.46, 28.641209, 
64.56, 14.27, 28.661399, 
61.49, 14.34, 28.685385, 
73.76, 16.30, 28.705475, 
63.09, 14.37, 28.725463, 
59.35, 12.95, 28.745488, 
59.17, 13.57, 28.765463, 
59.25, 13.21, 28.785352, 
58.98, 13.94, 28.805457, 
70.83, 17.05, 28.825244, 
65.95, 16.34, 28.849512, 
70.59, 14.67, 28.869698, 
71.67, 17.34, 28.890168, 
59.74, 14.69, 28.910256, 
68.57, 15.87, 28.930907, 
62.70, 14.08, 28.950662, 
67.97, 16.55, 28.971870, 
59.96, 13.19, 28.992177, 
58.48, 13.55, 29.012446, 
57.86, 12.84, 29.032873, 
56.44, 12.90, 29.053419, 
59.06, 13.65, 29.074021, 
55.94, 12.78, 29.094599, 
58.49, 13.81, 29.115131, 
57.80, 13.35, 29.135145, 
58.63, 13.18, 29.155155, 
58.37, 13.53, 29.175477, 
59.74, 13.42, 29.195577, 
58.89, 13.16, 29.215629, 
59.24, 12.98, 29.235848, 
58.54, 13.38, 29.256158, 
58.01, 13.49, 29.276376, 
59.25, 13.46, 29.296391, 
58.79, 13.48, 29.316579, 
60.31, 14.00, 29.333660, 
56.22, 13.34, 29.352277, 
60.40, 12.68, 29.370642, 
61.31, 13.03, 29.389229, 
59.55, 12.92, 29.407987, 
57.37, 13.96, 29.428967, 
56.46, 13.95, 29.449719, 
60.14, 12.95, 29.470349, 
57.30, 13.14, 29.491152, 
56.94, 13.62, 29.511881, 
59.86, 13.38, 29.532294, 
57.22, 13.89, 29.552722, 
58.48, 12.98, 29.573726, 
58.82, 14.14, 29.594605, 
59.35, 13.83, 29.614542, 
56.78, 14.44, 29.635347, 
58.70, 14.23, 29.656025, 
58.50, 13.75, 29.676727, 
56.64, 13.97, 29.697289, 
59.22, 12.61, 29.717903, 
57.69, 14.03, 29.738107, 
57.08, 13.22, 29.759219, 
60.20, 13.81, 29.779892, 
55.87, 13.30, 29.800566, 
57.66, 12.92, 29.822012, 
57.31, 13.40, 29.841677, 
57.81, 13.10, 29.862630, 
60.59, 13.42, 29.883289, 
57.90, 13.57, 29.904089, 
57.71, 13.28, 29.924594, 
59.38, 13.55, 29.945291, 
57.11, 13.33, 29.965623, 
57.74, 13.32, 29.986625, 
58.62, 13.77, 30.007332, 
56.69, 13.45, 30.028180, 
60.15, 13.09, 30.048720, 
57.71, 13.67, 30.069189, 
58.35, 13.35, 30.089814, 
55.02, 13.77, 30.111332, 
59.51, 13.41, 30.131445, 
59.52, 13.37, 30.151986, 
55.50, 13.87, 30.172608, 
59.81, 13.07, 30.193307, 
57.41, 13.50, 30.213885, 
61.11, 13.84, 30.234129, 
55.64, 13.50, 30.255220, 
59.83, 12.61, 30.275528, 
56.36, 13.39, 30.296095, 
58.25, 13.60, 30.316655, 
58.81, 14.07, 30.337637, 
57.99, 13.80, 30.358017, 
58.04, 13.77, 30.378229, 
57.28, 13.45, 30.399300, 
61.14, 13.15, 30.419702, 
56.70, 13.50, 30.440190, 
57.55, 13.51, 30.460587, 
57.25, 14.11, 30.481554, 
61.27, 13.28, 30.501898, 
56.19, 13.51, 30.522650, 
60.09, 12.99, 30.543317, 
58.76, 14.13, 30.564088, 
56.41, 13.54, 30.584502, 
59.48, 13.17, 30.605281, 
56.57, 12.82, 30.625931, 
57.51, 13.61, 30.646041, 
57.95, 13.73, 30.666895, 
60.67, 13.06, 30.687441, 
55.24, 13.91, 30.708210, 
60.51, 12.92, 30.728717, 
56.64, 13.81, 30.749373, 
60.23, 12.93, 30.769659, 
56.73, 13.02, 30.790661, 
58.99, 13.06, 30.811397, 
58.53, 13.56, 30.831619, 
57.57, 13.33, 30.852168, 
57.96, 13.67, 30.872530, 
58.53, 13.53, 30.892987, 
58.30, 13.68, 30.913135, 
59.22, 13.58, 30.933673, 
57.85, 13.14, 30.954065, 
57.56, 13.85, 30.974324, 
58.86, 13.14, 30.994756, 
58.56, 13.44, 31.015151, 
59.49, 13.67, 31.035895, 
59.00, 12.90, 31.056241, 
57.25, 13.21, 31.076900, 
56.98, 13.17, 31.098001, 
58.24, 13.59, 31.118483, 
55.03, 13.25, 31.139254, 
59.36, 12.39, 31.159886, 
56.96, 13.84, 31.180837, 
56.17, 13.33, 31.200805, 
60.20, 13.26, 31.221364, 
57.88, 12.70, 31.242262, 
58.24, 13.26, 31.262413, 
57.52, 13.13, 31.283012, 
56.89, 13.38, 31.303686, 
57.82, 13.00, 31.324477, 
58.16, 13.12, 31.344614, 
58.31, 13.08, 31.365266, 
54.66, 13.81, 31.386177, 
60.21, 13.59, 31.406269, 
58.46, 13.35, 31.426863, 
59.11, 13.35, 31.447117, 
57.95, 12.96, 31.467731, 
57.12, 13.34, 31.488687, 
56.17, 13.29, 31.509100, 
59.58, 13.31, 31.530006, 
57.88, 13.46, 31.550047, 
57.48, 13.26, 31.570671, 
56.92, 13.22, 31.591337, 
56.63, 12.57, 31.612260, 
59.01, 13.80, 31.633587, 
57.77, 14.06, 31.654169, 
55.02, 14.56, 31.675143, 
59.38, 13.79, 31.696071, 
57.65, 13.26, 31.717066, 
59.30, 13.70, 31.737510, 
57.75, 13.05, 31.758441, 
56.28, 13.23, 31.779286, 
57.75, 14.80, 31.800517, 
57.72, 12.80, 31.820633, 
55.97, 12.96, 31.841670, 
56.45, 13.06, 31.862801, 
60.01, 13.80, 31.883398, 
56.79, 13.64, 31.904528, 
58.33, 14.25, 31.925441, 
59.37, 14.61, 31.945432, 
59.90, 13.70, 31.966116, 
54.84, 13.52, 31.987092, 
57.22, 13.24, 32.008201, 
56.73, 13.54, 32.029205, 
58.70, 13.51, 32.049580, 
60.83, 13.43, 32.070398, 
56.91, 13.37, 32.091517, 
58.68, 13.37, 32.112507, 
54.82, 13.21, 32.132901, 
60.07, 13.44, 32.153641, 
56.81, 13.33, 32.174747, 
58.48, 13.26, 32.195177, 
56.82, 12.74, 32.216287, 
56.58, 13.09, 32.237343, 
57.05, 14.77, 32.258430, 
58.45, 15.38, 32.279030, 
56.70, 14.03, 32.299892, 
55.06, 12.59, 32.320751, 
57.79, 12.55, 32.341660, 
57.63, 12.44, 32.362024, 
54.99, 12.61, 32.383043, 
56.43, 13.01, 32.404136, 
56.89, 12.74, 32.425071, 
57.79, 12.72, 32.445363, 
55.57, 12.41, 32.466140, 
56.43, 12.78, 32.487242, 
56.60, 12.76, 32.508137, 
57.41, 11.84, 32.528541, 
55.43, 12.99, 32.549379, 
58.22, 13.04, 32.570275, 
58.38, 13.11, 32.590768, 
55.58, 13.74, 32.611867, 
56.74, 13.55, 32.632960, 
58.66, 12.88, 32.653869, 
56.42, 12.73, 32.674301, 
58.30, 12.98, 32.694938, 
55.22, 12.55, 32.716056, 
56.54, 12.09, 32.737974, 
52.88, 13.46, 32.759413, 
48.69, 12.66, 32.780875, 
49.30, 12.85, 32.802643, 
51.42, 13.16, 32.823089, 
53.59, 12.55, 32.844225, 
55.83, 12.56, 32.865237, 
54.66, 12.43, 32.886919, 
54.35, 12.91, 32.908061, 
47.77, 12.21, 32.929908, 
48.50, 12.26, 32.951309, 
47.44, 12.60, 32.972998, 
48.61, 13.08, 32.993598, 
49.60, 11.98, 33.015153, 
49.23, 12.85, 33.037197, 
47.44, 13.26, 33.058738, 
47.22, 11.95, 33.080823, 
47.10, 12.49, 33.102692, 
48.02, 13.80, 33.125223, 
46.73, 12.45, 33.147710, 
47.23, 12.80, 33.170073, 
47.80, 13.71, 33.191879, 
47.61, 12.80, 33.213433, 
51.36, 12.42, 33.235425, 
54.97, 12.75, 33.256217, 
55.19, 12.62, 33.277282, 
57.35, 12.78, 33.297528, 
55.55, 12.14, 33.318277, 
55.79, 12.36, 33.339025, 
52.81, 12.65, 33.359781, 
56.67, 12.13, 33.380526, 
56.68, 12.63, 33.401106, 
51.80, 13.20, 33.422643, 
53.12, 12.00, 33.444284, 
56.42, 12.53, 33.465003, 
52.68, 13.12, 33.485308, 
54.52, 12.34, 33.505989, 
54.61, 12.58, 33.526933, 
54.10, 12.57, 33.547830, 
54.07, 12.54, 33.568795, 
54.73, 12.24, 33.589750, 
53.85, 12.23, 33.610408, 
54.35, 12.62, 33.631576, 
